title,ingr_full,ingr_nums,ingr_cnt,ingr_qnt,ingr_units,ingr_num_total,ingr_wrds,ingr_wrds_cln
make-ahead-cinnamon-french-toast,1 cup hershey\xae's milk chocolate chips or hershey\xae's cinnamon chips,1 \ \,1,,cups,1.0,hersheyxaes milk chocolate chips or hersheyxaes cinnamon chips,milk chocolate chips or cinnamon chips
make-ahead-cinnamon-french-toast,"5 eggs, beaten",5,5,,,5.0,eggs beaten,eggs
make-ahead-cinnamon-french-toast,1 1/4 cups milk,1 1/4,1/4,,cups,0.25,milk,milk
make-ahead-cinnamon-french-toast,1/4 teaspoon ground cinnamon,1/4,1/4,,teaspoons,0.25,ground cinnamon,cinnamon
make-ahead-cinnamon-french-toast,"1/4 teaspoon vanilla extract, maple syrup (optional)",1/4,1/4,,teaspoons,0.25,vanilla extract maple syrup optional,vanilla extract maple syrup
banana-bread-french-toast,3 eggs,3,3,,,3.0,eggs,eggs
banana-bread-french-toast,3 tablespoons sweetened condensed milk,3,3,,tablespoons,3.0,sweetened condensed milk,condensed milk
banana-bread-french-toast,1 teaspoon vanilla extract,1,1,,teaspoons,1.0,vanilla extract,vanilla extract
banana-bread-french-toast,2 tablespoons butter,2,2,,tablespoons,2.0,butter,butter
banana-bread-french-toast,"1 loaf banana bread, confectioners' sugar for dusting (optional)",1,1,,loaves,1.0,banana bread confectioners sugar for dusting optional,banana bread confectioners sugar
smuckers-stuffed-french-toast,"1 serving crisco\xae original no-stick cooking spray, filling:",1 \,1,,serving,1.0,criscoxae original no stick cooking spray filling,no stick cooking spray filling
smuckers-stuffed-french-toast,"1 (8 ounce) package cream cheese, softened",1 8,8,,ounces,8.0,package cream cheese softened,cream cheese
smuckers-stuffed-french-toast,2 tablespoons sugar,2,2,,tablespoons,2.0,sugar,sugar
smuckers-stuffed-french-toast,1/2 teaspoon ground cinnamon,1/2,1/2,,teaspoons,0.5,ground cinnamon,cinnamon
smuckers-stuffed-french-toast,1/2 cup chopped walnuts or pecans,1/2,1/2,,cups,0.5,chopped walnuts or pecans,walnuts or pecans
smuckers-stuffed-french-toast,"1 teaspoon vanilla extract, toast:",1,1,,teaspoons,1.0,vanilla extract toast,vanilla extract toast
smuckers-stuffed-french-toast,1 (1 pound) loaf french bread,1 1,1,,pound,1.0,french bread,french bread
smuckers-stuffed-french-toast,"4 large eggs, beaten",4,4,,large,4.0,eggs beaten,eggs
smuckers-stuffed-french-toast,1 cup half-and-half,1,1,,cups,1.0,half and half,half and half
smuckers-stuffed-french-toast,1/2 teaspoon vanilla extract,1/2,1/2,,teaspoons,0.5,vanilla extract,vanilla extract
smuckers-stuffed-french-toast,"1/2 teaspoon nutmeg, glaze:",1/2,1/2,,teaspoons,0.5,nutmeg glaze,nutmeg glaze
smuckers-stuffed-french-toast,1 cup smucker's\xae apricot preserves,1 \,1,,cups,1.0,smuckersxae apricot preserves,apricot
smuckers-stuffed-french-toast,1/2 cup orange juice,1/2,1/2,,cups,0.5,orange juice,orange juice
smuckers-stuffed-french-toast,1/2 teaspoon almond extract,1/2,1/2,,teaspoons,0.5,almond extract,almond extract
fabulous-frosted-french-toast,6 eggs,6,6,,,6.0,eggs,eggs
fabulous-frosted-french-toast,1 1/2 cups skim milk,1 1/2,1/2,,cups,0.5,skim milk,skim milk
fabulous-frosted-french-toast,2 tablespoons white sugar,2,2,,tablespoons,2.0,white sugar,white sugar
fabulous-frosted-french-toast,2 teaspoons ground cinnamon,2,2,,teaspoons,2.0,ground cinnamon,cinnamon
fabulous-frosted-french-toast,"1 (1 pound) loaf french bread, cut into 3/4 inch slices",1 1 3/4,1,,slices,1.0,french bread cut into inch,french bread
fabulous-frosted-french-toast,1/4 cup butter,1/4,1/4,,cups,0.25,butter,butter
fabulous-frosted-french-toast,"1 (8 ounce) package fat-free cream cheese, softened",1 8,8,,ounces,8.0,package fat free cream cheese softened,cream cheese
fabulous-frosted-french-toast,2 tablespoons white sugar,2,2,,tablespoons,2.0,white sugar,white sugar
fabulous-frosted-french-toast,2 tablespoons fat-free sour cream,2,2,,tablespoons,2.0,fat free sour cream,sour cream
fabulous-frosted-french-toast,"2 tablespoons frozen whipped topping, thawed",2,2,,tablespoons,2.0,frozen whipped topping thawed,whipped thawed
raspberry-cheesecake-stuffed-french-toast,1 cup milk,1,1,,cups,1.0,milk,milk
raspberry-cheesecake-stuffed-french-toast,2 tablespoons vanilla extract,2,2,,tablespoons,2.0,vanilla extract,vanilla extract
raspberry-cheesecake-stuffed-french-toast,1 cup white sugar,1,1,,cups,1.0,white sugar,white sugar
raspberry-cheesecake-stuffed-french-toast,2 tablespoons cinnamon,2,2,,tablespoons,2.0,cinnamon,cinnamon
raspberry-cheesecake-stuffed-french-toast,"4 eggs, beaten",4,4,,,4.0,eggs beaten,eggs
raspberry-cheesecake-stuffed-french-toast,1 cup raspberry puree,1,1,,cups,1.0,raspberry puree,raspberry puree
raspberry-cheesecake-stuffed-french-toast,"4 ounces cream cheese, softened",4,4,,ounces,4.0,cream cheese softened,cream cheese
raspberry-cheesecake-stuffed-french-toast,"1 loaf french bread, cut into 1 inch slices, butter, confectioners' sugar for dusting, nutmeg, for topping",1 1,1,,slices,1.0,french bread cut into inch butter confectioners sugar for dusting nutmeg for topping,french bread butter confectioners sugar nutmeg
orange-pecan-french-toast,1 cup packed brown sugar,1,1,,cups,1.0,packed brown sugar,brown sugar
orange-pecan-french-toast,"1/3 cup butter, melted",1/3,1/3,,cups,0.33,butter melted,butter
orange-pecan-french-toast,2 tablespoons light corn syrup,2,2,,tablespoons,2.0,light corn syrup,corn syrup
orange-pecan-french-toast,1/3 cup chopped pecans,1/3,1/3,,cups,0.33,chopped pecans,pecans
orange-pecan-french-toast,12 (3/4 inch thick) slices french bread,12 3/4,12,,slices,12.0,inch thick french bread,french bread
orange-pecan-french-toast,1 teaspoon grated orange zest,1,1,,teaspoons,1.0,grated orange zest,orange zest
orange-pecan-french-toast,1 cup fresh orange juice,1,1,,cups,1.0,fresh orange juice,orange juice
orange-pecan-french-toast,1/2 cup 2% milk,1/2 2,1/2,,cups,0.5,milk,milk
orange-pecan-french-toast,3 tablespoons white sugar,3,3,,tablespoons,3.0,white sugar,white sugar
orange-pecan-french-toast,1 teaspoon ground cinnamon,1,1,,teaspoons,1.0,ground cinnamon,cinnamon
orange-pecan-french-toast,1 teaspoon vanilla extract,1,1,,teaspoons,1.0,vanilla extract,vanilla extract
orange-pecan-french-toast,3 egg whites,3,3,,,3.0,egg whites,egg whites
orange-pecan-french-toast,2 eggs,2,2,,,2.0,eggs,eggs
orange-pecan-french-toast,1 tablespoon confectioners' sugar for dusting,1,1,,tablespoons,1.0,confectioners sugar for dusting,confectioners sugar
fantastic-french-toast,4 eggs,4,4,,,4.0,eggs,eggs
fantastic-french-toast,1/4 cup milk,1/4,1/4,,cups,0.25,milk,milk
fantastic-french-toast,"1 teaspoon vanilla, dash salt",1,1,,teaspoons,1.0,vanilla salt,vanilla salt
fantastic-french-toast,1 tablespoon butter or margarine,1,1,,tablespoons,1.0,butter or margarine,butter
fantastic-french-toast,4 slices bread,4,4,,slices,4.0,bread,bread
fantastic-french-toast,1/4 cup chopped peanuts,1/4,1/4,,cups,0.25,chopped peanuts,peanuts
fantastic-french-toast,3/4 cup maple-flavored syrup,3/4,3/4,,cups,0.75,maple flavored syrup,maple syrup
fantastic-french-toast,1/2 cup jif\xae creamy peanut butter,1/2 \,1/2,,cups,0.5,jifxae creamy peanut butter,jifxae peanut butter
french-toast-with-almonds,1 cup slivered almonds,1,1,,cups,1.0,slivered almonds,almonds
french-toast-with-almonds,1/2 cup liquid egg substitute,1/2,1/2,,cups,0.5,liquid egg substitute,liquid egg substitute
french-toast-with-almonds,1 cup fat-free milk,1,1,,cups,1.0,fat free milk,milk
french-toast-with-almonds,3 tablespoons all-purpose flour,3,3,,tablespoons,3.0,all purpose flour,flour
french-toast-with-almonds,1/4 teaspoon salt,1/4,1/4,,teaspoons,0.25,salt,salt
french-toast-with-almonds,1/2 teaspoon baking powder,1/2,1/2,,teaspoons,0.5,baking powder,baking powder
french-toast-with-almonds,1 teaspoon vanilla extract,1,1,,teaspoons,1.0,vanilla extract,vanilla extract
french-toast-with-almonds,1/2 teaspoon almond extract,1/2,1/2,,teaspoons,0.5,almond extract,almond extract
french-toast-with-almonds,12 slices sara lee\xae soft &amp; smooth\u2122 whole grain white bread,12 \ \2122,12,,slices,12.0,sara leexae soft amp smoothu whole white bread,sara leexae soft amp smoothu white bread
french-toast-with-almonds,3 tablespoons canola oil,3,3,,tablespoons,3.0,canola oil,canola oil
french-toast-with-almonds,"3 tablespoons butter, confectioners' sugar for dusting (optional)",3,3,,tablespoons,3.0,butter confectioners sugar for dusting optional,butter confectioners sugar
cheesy-french-toast,"4 eggs, beaten",4,4,,,4.0,eggs beaten,eggs
cheesy-french-toast,1/4 cup milk,1/4,1/4,,cups,0.25,milk,milk
cheesy-french-toast,1 cup shredded swiss cheese,1,1,,cups,1.0,shredded swiss cheese,swiss cheese
cheesy-french-toast,1 tablespoon chopped fresh chives,1,1,,tablespoons,1.0,chopped fresh chives,chives
cheesy-french-toast,4 teaspoons butter,4,4,,teaspoons,4.0,butter,butter
cheesy-french-toast,"1 french baguette, cut into 1/2 inch slices",1 1/2,1/2,,slices,0.5,french baguette cut into inch,french baguette
cheesy-french-toast,8 ounces sliced ham,8,8,,ounces,8.0,sliced ham,ham
cheesy-french-toast,1 cup tomato chutney,1,1,,cups,1.0,tomato chutney,tomato chutney
red-kisses-french-toast,3 large eggs,3,3,,large,3.0,eggs,eggs
red-kisses-french-toast,2 tablespoons milk,2,2,,tablespoons,2.0,milk,milk
red-kisses-french-toast,4 slices market pantry\u2122 roundtop white sandwich bread,4 \2122,4,,slices,4.0,market pantryu roundtop white sandwich bread,roundtop white sandwich bread
red-kisses-french-toast,"10 hershey's dark chocolate kisses, unwrapped, strawberry jam, archer farms\u2122 cinnamon",10 \2122,10,,,10.0,hersheys dark chocolate kisses unwrapped strawberry jam archer farmsu cinnamon,hersheys dark chocolate kisses unwrapped strawberry jam cinnamon
eggnog-french-toast,"2 eggs, beaten slightly",2,2,,,2.0,eggs beaten slightly,eggs
eggnog-french-toast,1 1/2 cups eggnog,1 1/2,1/2,,cups,0.5,eggnog,eggnog
eggnog-french-toast,1 1/2 tablespoons ground cinnamon,1 1/2,1/2,,tablespoons,0.5,ground cinnamon,cinnamon
eggnog-french-toast,1 teaspoon pumpkin pie spice,1,1,,teaspoons,1.0,pumpkin pie spice,pumpkin pie spice
eggnog-french-toast,12 slices french bread,12,12,,slices,12.0,french bread,french bread
yummy-french-toast,3 large eggs,3,3,,large,3.0,eggs,eggs
yummy-french-toast,2/3 cup milk,2/3,2/3,,cups,0.67,milk,milk
yummy-french-toast,2 tablespoons granulated sugar,2,2,,tablespoons,2.0,granulated sugar,granulated sugar
yummy-french-toast,1 teaspoon cinnamon,1,1,,teaspoons,1.0,cinnamon,cinnamon
yummy-french-toast,1/2 teaspoon nutmeg,1/2,1/2,,teaspoons,0.5,nutmeg,nutmeg
yummy-french-toast,1 teaspoon vanilla,1,1,,teaspoons,1.0,vanilla,vanilla
yummy-french-toast,8 slices bread,8,8,,slices,8.0,bread,bread
yummy-french-toast,2 tablespoons canola oil,2,2,,tablespoons,2.0,canola oil,canola oil
lorena-garcias-crispy-french-toast,1 cup 1% low-fat milk,1 1,1,,cups,1.0,low fat milk,fat milk
lorena-garcias-crispy-french-toast,3/4 cup half-and-half,3/4,3/4,,cups,0.75,half and half,half and half
lorena-garcias-crispy-french-toast,"1/2 cup splenda\xae no calorie sweetener, granulated",1/2 \,1/2,,cups,0.5,splendaxae no calorie sweetener granulated,splendaxae no calorie sweetener granulated
lorena-garcias-crispy-french-toast,2 tablespoons vanilla extract,2,2,,tablespoons,2.0,vanilla extract,vanilla extract
lorena-garcias-crispy-french-toast,4 large eggs,4,4,,large,4.0,eggs,eggs
lorena-garcias-crispy-french-toast,"6 thick slices white bread, crusts removed and cut diagonally in half",6,6,,slices,6.0,thick white bread crusts removed and cut diagonally in half,white bread crusts removed and half
lorena-garcias-crispy-french-toast,"4 cups cornflakes cereal, finely crushed",4,4,,cups,4.0,cornflakes cereal finely crushed,cornflakes cereal
lorena-garcias-crispy-french-toast,2 tablespoons ground cinnamon,2,2,,tablespoons,2.0,ground cinnamon,cinnamon
lorena-garcias-crispy-french-toast,"1 cup strawberries, sliced",1,1,,cups,1.0,strawberries sliced,strawberries
lorena-garcias-crispy-french-toast,"1 cup fat-free vanilla yogurt, optional garnish: fresh mint sprigs",1,1,,cups,1.0,fat free vanilla yogurt optional garnish fresh mint sprigs,vanilla yogurt garnish mint sprigs
peanut-butter-crunch-french-toast,1/2 cup creamy peanut butter,1/2,1/2,,cups,0.5,creamy peanut butter,peanut butter
peanut-butter-crunch-french-toast,16 (1/2 inch) slices brioche,16 1/2,16,,slices,16.0,inch brioche,brioche
peanut-butter-crunch-french-toast,"4 large eggs, beaten",4,4,,large,4.0,eggs beaten,eggs
peanut-butter-crunch-french-toast,1/4 cup heavy cream,1/4,1/4,,cups,0.25,heavy cream,heavy cream
peanut-butter-crunch-french-toast,2 teaspoons pure vanilla extract,2,2,,teaspoons,2.0,pure vanilla extract,vanilla extract
peanut-butter-crunch-french-toast,"4 cups cornflakes, finely crushed",4,4,,cups,4.0,cornflakes finely crushed,cornflakes
peanut-butter-crunch-french-toast,"4 tablespoons unsalted butter, confectioners' sugar, for dusting",4,4,,tablespoons,4.0,unsalted butter confectioners sugar for dusting,butter confectioners sugar
peanut-butter-crunch-french-toast,"4 cups mixed berries, maple syrup, for serving",4,4,,serving,4.0,mixed berries maple syrup for,mixed berries maple syrup
toffee-apple-french-toast,8 cups cubed french bread (1 inch cubes),8 1,8,,cups,8.0,cubed french bread inch cubes,cubed french bread
toffee-apple-french-toast,"2 medium tart apples, peeled and chopped",2,2,,medium,2.0,tart apples peeled and chopped,apples and
toffee-apple-french-toast,"1 (8 ounce) package cream cheese, softened",1 8,8,,ounces,8.0,package cream cheese softened,cream cheese
toffee-apple-french-toast,3/4 cup packed brown sugar,3/4,3/4,,cups,0.75,packed brown sugar,brown sugar
toffee-apple-french-toast,1/4 cup sugar,1/4,1/4,,cups,0.25,sugar,sugar
toffee-apple-french-toast,"1 3/4 cups milk, divided",1 3/4,3/4,,cups,0.75,milk divided,milk
toffee-apple-french-toast,"2 teaspoons vanilla extract, divided",2,2,,teaspoons,2.0,vanilla extract divided,vanilla extract
toffee-apple-french-toast,1/2 cup english toffee bits or almond brickle chips,1/2,1/2,,cups,0.5,english toffee bits or almond brickle chips,english toffee bits or almond brickle chips
toffee-apple-french-toast,5 eggs,5,5,,,5.0,eggs,eggs
waffled-french-toast,1 egg,1,1,,,1.0,egg,egg
waffled-french-toast,1 egg white,1,1,,,1.0,egg white,egg white
waffled-french-toast,1/4 cup fat-free milk,1/4,1/4,,cups,0.25,fat free milk,milk
waffled-french-toast,4 slices whole wheat or white bread,4,4,,slices,4.0,whole wheat or white bread,wheat or white bread
waffled-french-toast,1 cup sliced fresh strawberries,1,1,,cups,1.0,sliced fresh strawberries,strawberries
waffled-french-toast,1/4 cup reduced-calorie pancake syrup,1/4,1/4,,cups,0.25,reduced calorie pancake syrup,pancake syrup
eggnog-french-toast,24 (3/4 inch thick) slices french bread,24 3/4,24,,slices,24.0,inch thick french bread,french bread
eggnog-french-toast,9 eggs,9,9,,,9.0,eggs,eggs
eggnog-french-toast,3 cups half-and-half cream,3,3,,cups,3.0,half and half cream,half and half cream
eggnog-french-toast,1/3 cup sugar,1/3,1/3,,cups,0.33,sugar,sugar
eggnog-french-toast,2 teaspoons vanilla extract,2,2,,teaspoons,2.0,vanilla extract,vanilla extract
eggnog-french-toast,1 1/2 teaspoons rum extract,1 1/2,1/2,,teaspoons,0.5,rum extract,rum extract
eggnog-french-toast,"1/2 teaspoon ground nutmeg, confectioners' sugar",1/2,1/2,,teaspoons,0.5,ground nutmeg confectioners sugar,nutmeg confectioners sugar
stuffed-french-toast,8 (1 inch thick) slices french bread,8 1,8,,slices,8.0,inch thick french bread,french bread
stuffed-french-toast,"2 (3 ounce) packages cream cheese, softened",2 3,2,3,ounces,6.0,packages cream cheese softened,cream cheese
stuffed-french-toast,"1/3 cup crushed pineapple, undrained",1/3,1/3,,cups,0.33,crushed pineapple undrained,pineapple
stuffed-french-toast,1/2 cup chopped pecans,1/2,1/2,,cups,0.5,chopped pecans,pecans
stuffed-french-toast,4 eggs,4,4,,,4.0,eggs,eggs
stuffed-french-toast,1 cup whipping cream,1,1,,cups,1.0,whipping cream,whipping cream
stuffed-french-toast,1/2 teaspoon vanilla extract,1/2,1/2,,teaspoons,0.5,vanilla extract,vanilla extract
stuffed-french-toast,"1 1/2 teaspoons ground ginger, apricot syrup:",1 1/2,1/2,,teaspoons,0.5,ground ginger apricot syrup,ginger apricot syrup
stuffed-french-toast,1 (12 ounce) jar apricot preserves,1 12,12,,ounces,12.0,jar apricot preserves,jar apricot
stuffed-french-toast,1/3 cup orange juice,1/3,1/3,,cups,0.33,orange juice,orange juice
crispy-french-toast,1/2 cup egg substitute,1/2,1/2,,cups,0.5,egg substitute,egg substitute
crispy-french-toast,1/2 cup fat-free milk,1/2,1/2,,cups,0.5,fat free milk,milk
crispy-french-toast,1/4 cup orange juice,1/4,1/4,,cups,0.25,orange juice,orange juice
crispy-french-toast,1 teaspoon vanilla extract,1,1,,teaspoons,1.0,vanilla extract,vanilla extract
crispy-french-toast,1 dash ground nutmeg,1,1,,dashes,1.0,ground nutmeg,nutmeg
crispy-french-toast,12 (3/4 inch thick) slices day-old french bread,12 3/4,12,,slices,12.0,inch thick day old french bread,day french bread
crispy-french-toast,1 1/2 cups crushed cornflakes,1 1/2,1/2,,cups,0.5,crushed cornflakes,cornflakes
peach-french-toast,1 cup packed brown sugar,1,1,,cups,1.0,packed brown sugar,brown sugar
peach-french-toast,1/2 cup butter or margarine,1/2,1/2,,cups,0.5,butter or margarine,butter
peach-french-toast,2 tablespoons water,2,2,,tablespoons,2.0,water,water
peach-french-toast,"1 (29 ounce) can sliced peaches, drained",1 29,29,,ounces,29.0,can sliced peaches drained,peaches
peach-french-toast,12 (3/4 inch thick) slices day-old french bread,12 3/4,12,,slices,12.0,inch thick day old french bread,day french bread
peach-french-toast,5 eggs,5,5,,,5.0,eggs,eggs
peach-french-toast,1 1/2 cups milk,1 1/2,1/2,,cups,0.5,milk,milk
peach-french-toast,"1 tablespoon vanilla extract, ground cinnamon",1,1,,tablespoons,1.0,vanilla extract ground cinnamon,vanilla extract cinnamon
family-style-french-toast,2/3 cup packed brown sugar,2/3,2/3,,cups,0.67,packed brown sugar,brown sugar
family-style-french-toast,"1/2 cup butter or margarine, melted",1/2,1/2,,cups,0.5,butter or margarine melted,butter
family-style-french-toast,2 teaspoons ground cinnamon,2,2,,teaspoons,2.0,ground cinnamon,cinnamon
family-style-french-toast,"6 eggs, lightly beaten",6,6,,,6.0,eggs lightly beaten,eggs lightly
family-style-french-toast,1 3/4 cups milk,1 3/4,3/4,,cups,0.75,milk,milk
family-style-french-toast,"1 (1 pound) loaf french bread, cut into 1 inch slices, confectioners' sugar",1 1 1,1,,slices,1.0,french bread cut into inch confectioners sugar,french bread confectioners sugar
orange-french-toast,"6 eggs, lightly beaten",6,6,,,6.0,eggs lightly beaten,eggs lightly
orange-french-toast,3/4 cup orange juice,3/4,3/4,,cups,0.75,orange juice,orange juice
orange-french-toast,1/2 cup half-and-half cream,1/2,1/2,,cups,0.5,half and half cream,half and half cream
orange-french-toast,2 tablespoons sugar,2,2,,tablespoons,2.0,sugar,sugar
orange-french-toast,1 teaspoon vanilla extract,1,1,,teaspoons,1.0,vanilla extract,vanilla extract
orange-french-toast,1/2 teaspoon grated orange peel,1/2,1/2,,teaspoons,0.5,grated orange peel,orange peel
orange-french-toast,8 thick slices cinnamon bread,8,8,,slices,8.0,thick cinnamon bread,cinnamon bread
orange-french-toast,"1/4 cup butter or margarine, melted",1/4,1/4,,cups,0.25,butter or margarine melted,butter
chocolate-french-toast,3 eggs,3,3,,,3.0,eggs,eggs
chocolate-french-toast,1 cup milk,1,1,,cups,1.0,milk,milk
chocolate-french-toast,1 teaspoon sugar,1,1,,teaspoons,1.0,sugar,sugar
chocolate-french-toast,1 teaspoon vanilla extract,1,1,,teaspoons,1.0,vanilla extract,vanilla extract
chocolate-french-toast,1/4 teaspoon salt,1/4,1/4,,teaspoons,0.25,salt,salt
chocolate-french-toast,"12 slices day old bread, crusts removed",12,12,,slices,12.0,day old bread crusts removed,day bread crusts removed
chocolate-french-toast,"3 (1.55 ounce) bars milk chocolate candy bars*, halved",3 1.55,3,1,ounces,3.0,bars milk chocolate candy bars halved,bars milk chocolate candy bars
chocolate-french-toast,"2 tablespoons butter or margarine, confectioners' sugar",2,2,,tablespoons,2.0,butter or margarine confectioners sugar,butter confectioners sugar
strawberry-banana-french-toast,10 (1 inch thick) slices day-old french bread,10 1,10,,slices,10.0,inch thick day old french bread,day french bread
strawberry-banana-french-toast,"5 eggs, lightly beaten",5,5,,,5.0,eggs lightly beaten,eggs lightly
strawberry-banana-french-toast,3/4 cup milk,3/4,3/4,,cups,0.75,milk,milk
strawberry-banana-french-toast,1 tablespoon vanilla extract,1,1,,tablespoons,1.0,vanilla extract,vanilla extract
strawberry-banana-french-toast,1/4 teaspoon baking powder,1/4,1/4,,teaspoons,0.25,baking powder,baking powder
strawberry-banana-french-toast,1 (16 ounce) package frozen sweetened whole strawberries,1 16,16,,ounces,16.0,package frozen sweetened whole strawberries,strawberries
strawberry-banana-french-toast,"4 firm bananas, sliced",4,4,,,4.0,firm bananas sliced,bananas
strawberry-banana-french-toast,1 cup sugar,1,1,,cups,1.0,sugar,sugar
strawberry-banana-french-toast,1 tablespoon pumpkin pie or apple pie spice,1,1,,tablespoons,1.0,pumpkin pie or apple pie spice,pumpkin pie or apple pie spice
strawberry-banana-french-toast,1 tablespoon cinnamon sugar,1,1,,tablespoons,1.0,cinnamon sugar,cinnamon sugar
freezer-french-toast,4 eggs,4,4,,,4.0,eggs,eggs
freezer-french-toast,1 cup milk,1,1,,cups,1.0,milk,milk
freezer-french-toast,2 tablespoons sugar,2,2,,tablespoons,2.0,sugar,sugar
freezer-french-toast,1 teaspoon vanilla extract,1,1,,teaspoons,1.0,vanilla extract,vanilla extract
freezer-french-toast,1/4 teaspoon ground nutmeg,1/4,1/4,,teaspoons,0.25,ground nutmeg,nutmeg
freezer-french-toast,10 (3/4 inch thick) slices day-old french bread,10 3/4,10,,slices,10.0,inch thick day old french bread,day french bread
freezer-french-toast,"1 tablespoon butter or stick margarine, melted",1,1,,tablespoons,1.0,butter or stick margarine melted,butter or stick margarine
cheddar-french-toast-with-dried-fruit-syrup,1 1/2 cups maple syrup,1 1/2,1/2,,cups,0.5,maple syrup,maple syrup
cheddar-french-toast-with-dried-fruit-syrup,1 (7 ounce) bag diced dried mixed fruit,1 7,7,,ounces,7.0,bag diced dried mixed fruit,bag dried mixed fruit
cheddar-french-toast-with-dried-fruit-syrup,1/4 cup chopped walnuts,1/4,1/4,,cups,0.25,chopped walnuts,walnuts
cheddar-french-toast-with-dried-fruit-syrup,12 slices italian or french bread (cut diagonally 1-inch thick),12 1,12,,slices,12.0,italian or french bread cut diagonally inch thick,italian or french bread
cheddar-french-toast-with-dried-fruit-syrup,1 1/3 cups shredded sharp cheddar cheese,1 1/3,1/3,,cups,0.33,shredded sharp cheddar cheese,sharp cheddar cheese
cheddar-french-toast-with-dried-fruit-syrup,4 eggs,4,4,,,4.0,eggs,eggs
cheddar-french-toast-with-dried-fruit-syrup,2 cups milk,2,2,,cups,2.0,milk,milk
cheddar-french-toast-with-dried-fruit-syrup,1/4 teaspoon salt,1/4,1/4,,teaspoons,0.25,salt,salt
whole-grain-french-toast-with-nutmeg-scented-fruit,fruit,,,,,,fruit,fruit
whole-grain-french-toast-with-nutmeg-scented-fruit,1/2 cup apricot all-fruit spread,1/2,1/2,,cups,0.5,apricot all fruit spread,apricot
whole-grain-french-toast-with-nutmeg-scented-fruit,1/4 cup water,1/4,1/4,,cups,0.25,water,water
whole-grain-french-toast-with-nutmeg-scented-fruit,2 teaspoons lemon juice,2,2,,teaspoons,2.0,lemon juice,lemon juice
whole-grain-french-toast-with-nutmeg-scented-fruit,1/2 teaspoon nutmeg,1/2,1/2,,teaspoons,0.5,nutmeg,nutmeg
whole-grain-french-toast-with-nutmeg-scented-fruit,3 pears,3,3,,,3.0,pears,pears
whole-grain-french-toast-with-nutmeg-scented-fruit,"1/3 cup dried apricots, chopped, french toast",1/3,1/3,,cups,0.33,dried apricots chopped french toast,dried apricots french toast
whole-grain-french-toast-with-nutmeg-scented-fruit,2 eggs,2,2,,,2.0,eggs,eggs
whole-grain-french-toast-with-nutmeg-scented-fruit,2 egg whites,2,2,,,2.0,egg whites,egg whites
whole-grain-french-toast-with-nutmeg-scented-fruit,1 teaspoon vanilla extract,1,1,,teaspoons,1.0,vanilla extract,vanilla extract
whole-grain-french-toast-with-nutmeg-scented-fruit,1/4 teaspoon nutmeg,1/4,1/4,,teaspoons,0.25,nutmeg,nutmeg
whole-grain-french-toast-with-nutmeg-scented-fruit,1/4 cup fat-free milk,1/4,1/4,,cups,0.25,fat free milk,milk
whole-grain-french-toast-with-nutmeg-scented-fruit,8 slices whole wheat or multigrain bread,8,8,,slices,8.0,whole wheat or multigrain bread,wheat or multigrain bread
crunchy-raisin-bread-french-toast,3/4 cup egg substitute,3/4,3/4,,cups,0.75,egg substitute,egg substitute
crunchy-raisin-bread-french-toast,1/3 cup skim milk,1/3,1/3,,cups,0.33,skim milk,skim milk
crunchy-raisin-bread-french-toast,1 teaspoon vanilla,1,1,,teaspoons,1.0,vanilla,vanilla
crunchy-raisin-bread-french-toast,2 tablespoons powdered sugar,2,2,,tablespoons,2.0,powdered sugar,powdered sugar
crunchy-raisin-bread-french-toast,1/8 teaspoon ground nutmeg,1/8,1/8,,teaspoons,0.13,ground nutmeg,nutmeg
crunchy-raisin-bread-french-toast,2 cups whole grain wheat and barley cereal or coarsely crushed bran flakes,2,2,,grain,2.0,whole wheat and barley cereal or coarsely crushed bran flakes,wheat and barley cereal or coarsely bran flakes
crunchy-raisin-bread-french-toast,"8 slices sun-maid\xae raisin bread, powdered sugar for topping (optional)",8 \,8,,slices,8.0,sun maidxae raisin bread powdered sugar for topping optional,sun maidxae raisin bread powdered sugar
cinnamon-french-toast,1/2 cup evaporated skim milk,1/2,1/2,,cups,0.5,evaporated skim milk,evaporated skim milk
cinnamon-french-toast,1/2 cup fat-free egg substitute,1/2,1/2,,cups,0.5,fat free egg substitute,egg substitute
cinnamon-french-toast,1/8 teaspoon ground cinnamon,1/8,1/8,,teaspoons,0.13,ground cinnamon,cinnamon
cinnamon-french-toast,1/8 teaspoon grated nutmeg,1/8,1/8,,teaspoons,0.13,grated nutmeg,nutmeg
cinnamon-french-toast,8 slices whole-wheat or whole-grain bread,8,8,,slices,8.0,whole wheat or whole bread,wheat or bread
cinnamon-french-toast,2 teaspoons canola oil,2,2,,teaspoons,2.0,canola oil,canola oil
cinnamon-french-toast,"3 peaches, sliced",3,3,,,3.0,peaches sliced,peaches
cinnamon-french-toast,1 cup raspberries,1,1,,cups,1.0,raspberries,raspberries
stuffed-french-toast,4 slices cinnamon raisin bread,4,4,,slices,4.0,cinnamon raisin bread,cinnamon raisin bread
stuffed-french-toast,4 tablespoons philadelphia cream cheese spread,4,4,,tablespoons,4.0,philadelphia cream cheese spread,cream cheese
stuffed-french-toast,8 slices oscar mayer shaved honey ham,8,8,,slices,8.0,oscar mayer shaved honey ham,oscar mayer shaved honey ham
